	topic	thread	user	views	replies	location	date	post	user_posts	since	exp	thanked	groaned	reputation
11	Commercial events	(Zürich, Special Promotion, British Cheese Centre, Limmatstrasse 231) English Sparkling Wine Degustation | 10.12.2016 13:00 -  17:00	grumpygrapefruit	631	3	Mostly Zurich	08.12.2016, 15:02	"    1 - 6!
		"	5075	 Feb 2007	6.0	['29', '28']	['12', '443', '3', '196']	6.0
12	Commercial events	(Affoltern am Albis, Other, EMK Affoltern, Zürichstrasse 47, No) Traditional English Carol Service in Affoltern am Albis on 11 December | 11.12.2016 17:00 -  20:00	Pachyderm	596	6	Zurich	18.11.2016, 21:01	" 
			
			So just a few days to go and preparations well underway. Based on a message received I just wanted to clarify that this will not be a ""choir boys and organ music"" type of carol service - simply a small congregation opening its doors to anyone who wishes to join in on the festive spirit. Everyone involved is really looking forward to it and we hope it will be a great success, as it's the first time this particular church community is doing this.   "	814	 Feb 2012	5.0	['49', '31']	['1', '819', '622']	6.0
13	Commercial events	(Lausanne, Concert/Show, Cinéma Oblò, Avenue de France 9) CatCave9: Monthly English Science Improv Theater in Lausanne | 15.12.2016	KevinDK	301	1	Fribourg	07.12.2016, 12:19	" 
			
			This sounds very nice. I will defenately stop by one day   "	82	 Dec 2015	2.0	['4', '1']	['39', '24']	0.0
14	Commercial events	(Zurich Brunau, Other, Fork and Bottle, Allmendstrasse 20, 8002) Pop up restaurant | 02.12.2016 17:30 - 18.12.2016 23:00	bowlie	1051	6	Nyon	25.11.2016, 14:30	" 
			
			I was there a few days ago for dinner.    
It's really good farm to table style french cuisine. Sort of what you'd get in taverns and bistros in paris.    
Heading back tonight. The food has a lovely homemade taste to it and when it's gone, it's gone. I wouldn't know where else to go in Zurich for this.    
Oh and I had the tiramisu shot for dessert - perfect in taste and size    
The prices are also reasonable. They were less than Zurich prices at the opening night when I went.
		"	165	 Oct 2014	3.0	['4', '3']	['75', '52']	2.0
15	Commercial events	(Basel, Concert/Show, Scala Basel) Basel Panto - Dick Whittington Dec 8-11 | 08.12.2016 19:30 - 11.12.2016 19:00	NotAllThere	378	1	Baselland	06.12.2016, 10:00	" 
			
			Tickets still available on all days.
		"	9057	 Oct 2008	6.0	['140', '122']	['12', '426', '5', '065']	6.0
16	Commercial events	(Zurich, Concert/Show, Feldstr 144 Schöneggplz 8004) Live Classical Music Night at Hotel Bar Zürich | 04.12.2016 18:00 -  23:00	Uncle Max	540	1	Züri	05.12.2016, 23:02	" 
			
			Thanks to all who attended last night - it was quite beautiful to have such live music in our cosy bar.
		"	7390	 Jun 2006	6.0	['160', '109']	['7', '735', '3', '203']	6.0
17	Commercial events	(Zurich, Other, Global People Transitions, Hedwigsteig 6, 900 - 1100) HireMe! Group Coaching Program | 07.04.2017 10:00 - 05.05.2017 12:00	nigelr	282	1	Aargau	05.12.2016, 14:01	" 
			
			Seems that you are a little ahead of yourself...the webpage doesn't exist yet.   
Nothing found Sorry, we couldn't understand what you meant. Try searching below... 
Search for:
		"	1453	 Apr 2009	5.0	['109', '53']	['1', '566', '742']	6.0
18	Commercial events	(Zurich, Other, Global People Transitions, Hedwigsteig 6, 900 - 1100) HireMe!  Group Coaching Program | 03.02.2017 15:00 - 03.03.2017 17:00	null	244	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
19	Commercial events	(Zurich, Other, Global People Transitions, Hedwigsteig 6, 900 - 1100) HireMe! Group Coaching Program | 20.01.2017 10:00 - 17.02.2017 12:00	null	289	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
20	Commercial events	(Zurich, Other, Outback Lodge Stadelhofen) Aussies in Zurich drinks | 02.12.2016 18:30 -  23:30	RTN	536	2	Uetikon am See	02.12.2016, 14:21	" 
			
			There are, but we are far and wide, not to mention lazy and unmotivated to go out in -6 degrees......( I speak for myself of course)
		"	1091	 Nov 2009	5.0	['11', '7']	['1', '134', '515']	6.0
21	Commercial events	(BASEL, Concert/Show, Alte Markthalle, Steinentorberg 20, 4051, Chf 40/35.-) International Comedy Club Basel - Sean McLoughlin + Angela Barnes | 10.12.2016 20:00 -  22:00	null	287	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
22	Commercial events	(ZURICH, Concert/Show, Mascotte, Theaterstr. 10, 8001 Zurich, Chf 40/35.-) International Comedy Club Zurich - Sean McLoughlin + Angela Barnes | 09.12.2016 20:00 -  22:00	null	338	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
23	Commercial events	(LAUSANNE, Concert/Show, No Name Bar, Chauderon 18, 1003 Lu, Chf 30/25.-) International Comedy Club Lausanne - Sean McLoughlin + Angela Barnes | 08.12.2016 20:00 -  22:00	null	275	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
24	Commercial events	(GENEVA, Concert/Show, Uptown Geneva, 2 Rue de Servette 1201 GE, Chf 40/35.-) International Comedy Club Geneva - Sean McLoughlin + Angela Barnes | 07.12.2016 20:00 -  22:00	null	282	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
25	Commercial events	International students weekly meetup Basel	gezzahead	498	8	Basel	28.11.2016, 14:54	"    Yes, it's run by Christians. Hardly ""tucked away"". It's in one of the main sections:          Yes, it is. Are you sure these are people like that? Or is this just the ugly prejudice and intolerance rearing its head again?
		"	17	 Aug 2012	1.0	['0', '0']	['20', '7']	2.0
26	Commercial events	New outdoor sports meetup	Brewer	418	0	Zurich	22.11.2016, 20:53	" 
			
			Hi everyone!   
I have started a new meetup group called  , and if you have a sense of adventure, I invite you all to join!   
We are snowboarders, splitboarders, skiiers, and hikers. Above all, we like adventures and love a good time. I will be organizing small events throughout the year with winter sports focusing on freeriding lesser known gems as well as the more well known ones. Powder is powder, right? We can still ski the pistes, and you better believe we will wash all that down with a beer or two   Spring/Sommer/Fall is all about trails and ales   
It is a group dedicated to the pursuit of outdoor excitement. I hope to foster a real community half as good as this one.   
@admins, please move this post if it is not in the right section.
		"	13	 Sep 2014	1.0	['0', '0']	['8', '5']	0.0
27	Commercial events	Lego event 18-20th Nov	bigblue2	1241	22	Glarus	11.11.2016, 10:03	" 
			
			quick bump   
Its this weekend, we'll be there sat & sun, bonus points if you spot us   "	6233	 Mar 2009	6.0	['312', '251']	['9', '764', '3', '936']	6.0
28	Commercial events	(Zurich, Exhibition, Hotel Bar, Schöneggplatz, Feldstr. 144) Tribeka Launch at Hotel Bar Zurich | 17.11.2016 18:00 -  23:30	Uncle Max	683	2	Züri	11.11.2016, 15:08	" 
			
			Thank you to all who came down over the course of the evening; we chomped through three legs of Jamon, 340 oysters, cases of Cava, gallons of Stout, 75 litres (!) of comforting Hot Toddies and mooched until after 4am...   
I'm still on a protein rush from all the oysters    
It was a pleasure to meet new faces and old as people made their tour of Kreis 4 and the launch of Tribeka. Props to the Beat Pirates for the tunes and the good nature of the guests.    
We look forward to hosting our classical music night on Sunday 4th December: see the events calendar for details.   
Cheers and thanks again.
		"	7390	 Jun 2006	6.0	['160', '109']	['7', '735', '3', '203']	6.0
29	Commercial events	RAGDOLL SUNDAY @ McGee's Sat 26th Nov (the band English Forum made!)	Unjaded	409	0	Zurich	17.11.2016, 15:53	" 
			
			Evening all,   
About a year ago, I arrived in Switzerland & placed an advert on English Forum looking for like minded musicians.   
The eventual result of that initial advert is the band RAGDOLL SUNDAY; highly listenable original classic rock / grunge influenced music with soaring vocals; marked as one of the hottest new rock bands coming up in Switzerland, with an album due to be released Summer 2017.   
Saturday 26th Nov at 20:30, we'll play a   show at  .   
It'll be one of the only shows where we'll play all the songs which might make it onto next year's album over a 1.5 hour set. All for   You can hear a taste of our music  , from our demo we recorded in May this year.   
There'll be food, drinks & a rocking night all around, & all are welcome!
		"	17	 Apr 2015	1.0	['0', '0']	['5', '3']	0.0
30	Commercial events	(Basel, Concert/Show, Neue Alte Markthalle, 4051 Basel, Chf 40/35.-) International Comedy Club Basel - Mike Wilmot (Can) | 26.11.2016 20:00 -  22:00	null	412	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
31	Commercial events	(Zurich, Concert/Show, Mascotte, Theaterstr. 10, 8001 Zurich) International Comedy Club Zurich - Mike Wilmot (Can) | 25.11.2016 20:00 -  22:00	null	407	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
32	Commercial events	(Lausanne, Concert/Show, Chauderon 18/No Name Bar, 1003 Lausanne, Chf 30/25.-) International Comedy Club Lausanne - Mike Wilmot (Can) | 24.11.2016 20:00 -  22:00	null	364	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
33	Commercial events	(Geneva, Concert/Show, Uptown Geneva, R. de Servette 2, 1201 GE, Chf 40/35.-) International Comedy Club Geneva - Mike Wilmot (Can) | 23.11.2016 20:00 -  22:00	null	385	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
34	Commercial events	(Zurich, Other, Viewfinder Center & City) Zurich Night Photography Course | 09.12.2016	null	437	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
35	Commercial events	Vintage Computer Festival Zürich	caz	405	1	Tuggen SZ	15.11.2016, 08:35	" 
			
			Looks interesting, for those interested a bit more information (in German) can be found at:    "	248	 Aug 2006	3.0	['1', '1']	['237', '96']	5.0
36	Commercial events	(Zurich, Concert/Show, Hotel Bar, Schöneggplatz, Feldstr. 144, Free Entry) No Vacancy DJ Set at Hotel Bar Zurich | 10.11.2016 21:00 - 11.11.2016 02:00	guest	557	1	null	1.1.0001, 00:00	" 
			
			Thanks to all who came last night and boogied until 04:00. We had a real mixture of revellers and the mood was very friendly.     
I'm impressed with the general behaviour of guests: gallons of booze drunk, dancing around tables and rarely a broken glass. Best of all never any hassle - thank you!    
We were curious how an Electro night would go down in our usually demure bar but are delighted it was enjoyed by all.    
There are various upcoming events if you're looking to expand your social circle here in Zurich, including an evening of Soprano / Mezzo Soprano singing, readings, improv, our birthday party, more DJ sets...   
Next Thursday - Nov. 17th - we host the opening celebrations of   Zürich. It would be a pleasure to welcome you. Do introduce yourself, especially if you come on your own. We have loads of English speaking customers coming in and our staff love to be hospitable. Customers always end up chatting to each other, too, which is deeply satisfying.    
Cheers!
		"		 Jun 0001		[]	[]	
37	Commercial events	(Zurich, Other, Outback Lodge Stadelhofen) Aussies in Zurich drinks | 11.11.2016 18:30 -  23:30	RTN	462	1	Uetikon am See	11.11.2016, 09:48	" 
			
			Look for Rob or Manny at the bar or ask Ben (Aussie) who works there, it is tonight.
		"	1091	 Nov 2009	5.0	['11', '7']	['1', '134', '515']	6.0
38	Commercial events	Like to play Scrabble in English ?	Dave Underhill	789	20	Coppet	10.11.2016, 11:39	"    Yes, does make things pretty boring - thought that it would spice-up my life, but no.  Will stick to English...
		"	4	 Nov 2016	0.0	['0', '0']	['12', '1']	0.0
39	Commercial events	(Zurich, Family, rich, yes) Bio/Neurofeedback and Self Sustainability | 17.11.2016 19:00 -  21:30	dodgyken	371	2	Democratic Republic Kenistan	10.11.2016, 17:18	" 
			
			I would be interested but this is unfortunately much too short notice for me, shame!
		"	9911	 Apr 2010	6.0	['342', '278']	['17', '658', '6', '743']	6.0
40	Commercial events	(Baar (Kanton Zug), Family, Christlicher Treffpunkt Zugerstrasse 64a) Nearly New Sale (Children's clothing/toys 0-12 years) | 12.11.2016	null	518	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
41	Commercial events	(Zurich, Concert/Show, Hotel Bar, Schöneggplatz, Feldstr. 144, Free Entry) Live Jazz in the Hotel Bar | 05.11.2016 20:00 -  23:30	Uncle Max	477	2	Züri	06.11.2016, 16:26	" 
			
			great night. hopefully it comes soon again.
		"	7390	 Jun 2006	6.0	['160', '109']	['7', '735', '3', '203']	6.0
42	Commercial events	(Basel, Family, Crossroads Church, Reinacherstrasse 129) Basel, Charity Book and Bake Sale plus Kate Orson Book Signing | 05.11.2016 09:00 -  12:00	null	411	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
43	Commercial events	(Basel, Family, Launch Labs, Dornacherstrasse 192) Basel, Autumn Family Flea Market and Bake Sale Sat 5th November 2016 9am- midday | 05.11.2016 09:00 -  12:00	null	439	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
44	Commercial events	(Lausanne, Concert/Show, Cinéma Oblò, Avenue de France 9, 10CHF/5CHF reduced) CatCave9: Monthly English Science Improv Theater in Lausanne | 17.11.2016	null	391	0	null	1.1.0001, 00:00	null		 Jun 0001		[]	[]	
45	Commercial events	Aussies in Zurich	RTN	481	2	Uetikon am See	15.10.2016, 13:36	" 
			
			Two weeks to go, any takers?
		"	1091	 Nov 2009	5.0	['11', '7']	['1', '134', '515']	6.0
46	Commercial events	Free concert in Vevey	SwissGuitarArmy	371	0	Lausanne	27.10.2016, 12:06	" 
			
			Hi guys and gals,   
There's a free concert in Vevey happening on the 6th of November. Hailing from Kansas, Dark Rooms are a pop band headed by Daniel Hart. Daniel's recently written the soundtrack to the latest Disney animated movie, Peter & the Dragon, as well as Fox's The Exocist. He's also worked with the Polyphonic Spree, Swans, St Vincent, Other Lives. You can find more info on the venu here:   There's a limited number of entrances available, so please email   if you're interested!   
Looks forwarded to seeing you there.   
Chris
		"	15	 Feb 2016	1.0	['0', '0']	['5', '3']	0.0
47	Commercial events	(Freienstein, ZH, Exhibition, Neues Kino, Strickgasse 1, 8427 Freienst, Adults 20CHF/Kids Free) Freestone Fly Fishing Film Festival | 05.11.2016	Principia Discordia	677	2	Züri Unterland	03.10.2016, 23:17	" 
			
			An article in the Zürcher Unterlander about the Festival:         "	1060	 Sep 2006	5.0	['69', '41']	['2', '104', '647']	6.0
